"Date","Price","Open","High","Low","Vol.","Change %"
"04/05/2022","93.74","94.49","95.79","91.95","50.13K","-0.77%"
"04/04/2022","94.47","91.50","94.66","90.70","59.74K","3.44%"
"04/01/2022","91.33","90.85","91.83","88.70","66.89K","1.93%"
"03/31/2022","89.60","92.43","92.99","88.98","96.23K","-3.51%"
"03/30/2022","92.86","90.52","92.93","89.75","36.95K","3.55%"
"03/29/2022","89.68","88.09","91.12","85.35","66.90K","0.08%"
"03/28/2022","89.61","93.50","93.50","87.12","52.04K","-5.50%"
"03/25/2022","94.83","92.83","95.02","90.79","46.08K","1.44%"
"03/24/2022","93.48","95.16","96.85","92.47","41.02K","-2.34%"
"03/23/2022","95.72","92.45","95.91","92.16","53.90K","3.27%"
"03/22/2022","92.69","93.57","94.82","91.45","45.61K","-0.60%"
"03/21/2022","93.25","89.12","93.57","89.08","41.92K","4.54%"
"03/18/2022","89.20","88.30","90.24","87.61","31.68K","1.23%"
"03/17/2022","88.12","82.65","88.88","82.46","54.20K","6.55%"
"03/16/2022","82.70","83.50","86.38","82.23","48.28K","-1.70%"
"03/15/2022","84.13","86.94","86.98","82.09","84.31K","-3.03%"
"03/14/2022","86.76","90.25","90.76","85.69","64.33K","-3.85%"
"03/11/2022","90.23","87.67","90.38","85.64","57.97K","3.94%"
"03/10/2022","86.81","88.20","90.58","85.19","86.58K","0.74%"
"03/09/2022","86.17","97.99","99.07","80.80","126.78K","-10.95%"
"03/08/2022","96.77","96.32","100.75","93.97","110.15K","0.51%"
"03/07/2022","96.28","95.51","104.80","92.52","92.22K","1.97%"
"03/04/2022","94.42","88.22","94.69","88.22","110.57K","7.72%"
"03/03/2022","87.65","87.00","89.68","85.71","117.42K","0.39%"
"03/02/2022","87.31","85.50","88.00","84.10","151.29K","4.34%"
"03/01/2022","83.68","82.35","85.44","82.20","198.45K","1.75%"
"02/28/2022","82.24","83.00","85.95","81.92","95.09K","1.49%"
"02/25/2022","81.03","82.04","83.74","80.28","76.36K","-0.80%"
"02/24/2022","81.68","83.10","88.06","80.63","169.61K","-1.39%"
"02/23/2022","82.83","81.97","83.94","81.62","61.35K","0.88%"
"02/22/2022","82.11","81.45","84.16","79.98","77.56K","-11.38%"
"02/21/2022","92.65","91.62","93.91","89.08","","1.12%"
"02/20/2022","91.62","91.22","91.74","91.08","","13.48%"
"02/18/2022","80.74","79.94","81.24","78.40","64.13K","0.96%"
"02/17/2022","79.97","79.43","80.86","78.85","60.62K","-1.05%"
"02/16/2022","80.82","80.07","81.35","78.67","84.27K","1.14%"
"02/15/2022","79.91","82.04","82.29","79.14","72.63K","-3.37%"
"02/14/2022","82.70","82.00","83.03","81.00","65.91K","0.95%"
"02/11/2022","81.92","80.44","82.64","79.65","98.50K","1.76%"
"02/10/2022","80.50","80.67","81.72","80.06","59.59K","-0.14%"
"02/09/2022","80.61","79.98","81.06","79.11","58.57K","1.23%"
"02/08/2022","79.63","81.08","81.26","79.10","52.62K","-1.75%"
"02/07/2022","81.05","80.69","81.88","80.59","47.41K","0.01%"
"02/04/2022","81.04","79.51","81.35","79.47","60.07K","1.43%"
"02/03/2022","79.90","78.53","79.99","77.54","58.16K","1.62%"
"02/02/2022","78.63","78.35","79.41","77.81","59.29K","0.56%"
"02/01/2022","78.19","78.38","78.73","77.04","40.06K","-0.14%"
"01/31/2022","78.30","78.35","78.65","77.43","45.86K","0.72%"
"01/28/2022","77.74","78.50","79.17","77.46","55.41K","-0.06%"
"01/27/2022","77.79","78.32","79.20","77.49","51.59K","-0.80%"
"01/26/2022","78.42","77.15","78.93","76.96","56.68K","1.42%"
"01/25/2022","77.32","76.85","77.52","75.93","59.34K","1.63%"
"01/24/2022","76.08","77.30","78.28","74.94","44.21K","-1.79%"
"01/21/2022","77.47","77.08","77.77","75.71","50.89K","-0.72%"
"01/20/2022","78.03","76.96","78.65","76.69","55.81K","0.59%"
"01/19/2022","77.57","77.64","78.14","76.88","56.97K","0.70%"
"01/18/2022","77.03","76.12","77.72","75.48","65.81K","-7.96%"
"01/17/2022","83.69","83.84","83.95","82.94","","-0.17%"
"01/16/2022","83.83","83.78","84.09","83.68","","10.54%"
"01/14/2022","75.84","74.57","76.13","74.46","58.36K","1.40%"
"01/13/2022","74.79","75.08","75.28","74.21","39.99K","-0.16%"
"01/12/2022","74.91","74.21","75.30","73.99","60.31K","0.89%"
"01/11/2022","74.25","72.17","74.42","72.06","63.13K","3.11%"
"01/10/2022","72.01","72.78","73.22","71.74","30.20K","-0.89%"
"01/07/2022","72.66","72.99","73.70","72.43","38.64K","-0.42%"
"01/06/2022","72.97","71.37","73.38","71.07","60.11K","1.02%"
"01/05/2022","72.23","72.17","72.76","71.44","55.79K","0.17%"
"01/04/2022","72.11","71.10","72.43","70.85","40.33K","1.41%"
"01/03/2022","71.11","70.17","71.34","69.35","22.15K","1.83%"
"12/31/2021","69.83","70.90","71.46","69.78","22.07K","-2.25%"
"12/30/2021","71.44","71.03","71.81","70.48","14.20K","0.49%"
"12/29/2021","71.09","70.60","71.67","70.02","21.37K","0.91%"
"12/28/2021","70.45","70.25","71.16","69.97","21.17K","0.50%"
"12/27/2021","70.10","68.11","70.56","67.49","20.81K","2.28%"
"12/23/2021","68.54","67.86","68.73","67.16","26.78K","1.29%"
"12/22/2021","67.67","66.97","67.90","66.42","27.39K","1.00%"
"12/21/2021","67.00","65.57","67.22","64.97","26.27K","3.12%"
"12/20/2021","64.97","65.73","65.73","63.14","41.91K","-2.21%"
"12/17/2021","66.44","67.65","67.86","65.79","36.32K","-2.29%"
"12/16/2021","68.00","67.72","68.49","67.30","34.40K","1.07%"
"12/15/2021","67.28","67.34","67.88","66.27","38.39K","-0.34%"
"12/14/2021","67.51","67.86","68.50","66.54","37.16K","-0.66%"
"12/13/2021","67.96","68.67","69.37","67.76","30.17K","-0.44%"
"12/10/2021","68.26","67.35","68.86","67.30","29.68K","0.62%"
"12/09/2021","67.84","68.95","69.48","67.28","34.58K","-1.67%"
"12/08/2021","68.99","68.08","69.10","67.56","42.63K","0.95%"
"12/07/2021","68.34","66.39","68.65","66.29","53.79K","3.25%"
"12/06/2021","66.19","64.27","66.74","64.23","47.76K","3.93%"
"12/03/2021","63.69","63.49","65.41","63.07","53.56K","0.41%"
"12/02/2021","63.43","62.56","64.00","60.20","81.55K","1.60%"
"12/01/2021","62.43","63.25","65.20","61.82","58.79K","-0.11%"
"11/30/2021","62.50","66.10","66.91","61.07","71.17K","-5.13%"
"11/29/2021","65.88","64.42","67.84","64.42","53.12K","2.97%"
"11/26/2021","63.98","71.96","72.26","63.48","94.68K","-17.35%"
"11/25/2021","77.41","78.38","78.65","77.28","","7.72%"
"11/24/2021","71.86","71.82","72.34","71.34","27.41K","-0.24%"
"11/23/2021","72.03","70.02","72.22","69.36","57.61K","2.58%"
"11/22/2021","70.22","68.86","70.29","68.25","34.29K","1.64%"
"11/19/2021","69.09","70.65","71.51","68.70","47.61K","-2.44%"
"11/18/2021","70.82","69.99","70.92","69.22","36.12K","1.42%"
"11/17/2021","69.83","71.00","71.10","69.39","52.18K","-1.80%"
"11/16/2021","71.11","71.01","71.81","70.75","23.31K","0.20%"
"11/15/2021","70.97","71.06","71.23","70.13","24.36K","0.01%"
"11/12/2021","70.96","71.46","71.63","70.23","29.72K","-0.87%"
"11/11/2021","71.58","71.60","71.92","70.71","29.81K","0.35%"
"11/10/2021","71.33","73.08","73.27","71.05","41.35K","-2.21%"
"11/09/2021","72.94","72.50","73.08","72.23","40.08K","0.73%"
"11/08/2021","72.41","71.90","72.72","71.82","29.40K","0.65%"
"11/05/2021","71.94","70.21","72.15","69.69","76.52K","2.90%"
"11/04/2021","69.91","69.84","72.09","69.53","94.11K","-0.30%"
"11/03/2021","70.12","71.54","71.66","69.38","58.98K","-2.58%"
"11/02/2021","71.98","71.62","72.14","71.28","26.14K","0.19%"
"11/01/2021","71.84","71.40","72.10","70.77","32.64K","0.71%"
"10/29/2021","71.33","71.79","72.24","70.88","33.68K","-0.50%"
"10/28/2021","71.69","71.75","72.02","70.03","41.52K","-0.24%"
"10/27/2021","71.86","72.82","72.91","71.53","40.94K","-1.64%"
"10/26/2021","73.06","72.76","73.25","72.41","44.89K","0.47%"
"10/25/2021","72.72","72.30","73.06","72.05","67.95K","0.92%"
"10/22/2021","72.06","72.07","72.71","71.56","66.02K","-0.17%"
"10/21/2021","72.18","73.43","73.64","71.40","57.03K","-1.89%"
"10/20/2021","73.57","72.76","73.63","71.80","38.49K","1.14%"
"10/19/2021","72.74","72.41","73.23","72.00","44.12K","0.41%"
"10/18/2021","72.44","72.81","73.67","72.02","55.46K","-0.48%"
"10/15/2021","72.79","72.78","73.24","72.50","42.26K","0.25%"
"10/14/2021","72.61","72.31","72.86","71.90","40.95K","0.69%"
"10/13/2021","72.11","71.79","72.35","71.04","34.33K","0.10%"
"10/12/2021","72.04","71.71","72.41","71.10","46.02K","0.18%"
"10/11/2021","71.91","71.15","72.61","71.15","51.75K","1.52%"
"10/08/2021","70.83","70.97","71.66","70.49","58.18K","0.50%"
"10/07/2021","70.48","69.61","70.97","67.91","55.21K","1.02%"
"10/06/2021","69.77","71.23","71.57","69.33","61.52K","-1.91%"
"10/05/2021","71.13","69.98","71.31","69.90","43.77K","1.50%"
"10/04/2021","70.08","68.95","70.77","68.39","50.83K","1.85%"
"10/01/2021","68.81","67.76","68.90","67.20","34.86K","1.64%"
"09/30/2021","67.70","67.64","68.50","66.40","49.77K","-0.12%"
"09/29/2021","67.78","67.28","68.33","66.57","28.75K","-0.06%"
"09/28/2021","67.82","67.96","68.87","67.07","39.10K","-0.31%"
"09/27/2021","68.03","66.96","68.18","66.74","50.27K","2.10%"
"09/24/2021","66.63","66.25","66.73","65.91","38.92K","0.62%"
"09/23/2021","66.22","65.25","66.28","65.00","33.63K","1.22%"
"09/22/2021","65.42","64.50","65.47","64.40","29.24K","1.93%"
"09/21/2021","64.18","64.01","64.83","63.40","26.10K","0.77%"
"09/20/2021","63.69","65.03","65.03","63.39","31.07K","-2.08%"
"09/17/2021","65.04","65.51","65.61","64.78","24.80K","-0.88%"
"09/16/2021","65.62","65.57","65.85","64.87","31.59K","0.02%"
"09/15/2021","65.61","64.91","66.27","64.89","72.00K","1.41%"
"09/14/2021","64.70","64.96","65.32","64.34","30.85K","-0.23%"
"09/13/2021","64.85","64.30","65.16","64.30","40.43K","0.67%"
"09/10/2021","64.42","63.04","64.45","62.86","28.48K","2.04%"
"09/09/2021","63.13","63.90","64.27","62.58","39.91K","-1.21%"
"09/08/2021","63.90","63.48","64.37","63.46","40.94K","0.52%"
"09/07/2021","63.57","64.00","64.35","63.03","32.01K","-7.60%"
"09/06/2021","68.80","68.75","69.47","68.27","","0.07%"
"09/05/2021","68.75","69.22","69.23","68.73","","7.14%"
"09/03/2021","64.17","64.33","64.86","63.96","39.79K","-0.60%"
"09/02/2021","64.56","63.15","64.90","62.85","46.41K","1.75%"
"09/01/2021","63.45","63.10","63.75","62.23","33.21K","0.44%"
"08/31/2021","63.17","63.24","63.53","62.80","24.81K","-0.35%"
"08/30/2021","63.39","63.50","63.77","62.60","18.72K","0.36%"
"08/27/2021","63.16","62.32","63.18","62.00","21.79K","1.94%"
"08/26/2021","61.96","62.51","62.59","61.70","26.50K","-1.31%"
"08/25/2021","62.78","62.20","62.89","61.65","24.23K","1.06%"
"08/24/2021","62.12","60.62","62.23","60.44","19.97K","2.58%"
"08/23/2021","60.56","57.50","60.73","57.50","31.27K","4.85%"
"08/20/2021","57.76","59.20","59.30","57.52","24.05K","-2.10%"
"08/19/2021","59.00","59.80","60.00","58.13","39.57K","-2.35%"
"08/18/2021","60.42","61.20","61.80","59.67","28.62K","-1.24%"
"08/17/2021","61.18","62.00","62.07","61.03","20.55K","-1.07%"
"08/16/2021","61.84","62.22","62.45","60.61","21.04K","-1.31%"
"08/13/2021","62.66","62.90","63.17","62.20","16.23K","-0.76%"
"08/12/2021","63.14","63.18","63.34","62.44","11.88K","-0.05%"
"08/11/2021","63.17","62.47","63.25","61.26","23.79K","1.19%"
"08/10/2021","62.43","61.47","62.79","61.06","25.88K","1.98%"
"08/09/2021","61.22","61.99","61.99","60.18","32.11K","-2.02%"
"08/06/2021","62.48","62.56","63.53","62.00","26.52K","-0.19%"
"08/05/2021","62.60","61.51","62.64","61.27","22.81K","1.56%"
"08/04/2021","61.64","62.78","63.12","61.41","36.87K","-1.89%"
"08/03/2021","62.83","63.09","63.47","61.71","21.44K","-0.08%"
"08/02/2021","62.88","64.75","64.75","62.26","29.17K","-2.95%"
"07/30/2021","64.79","64.55","65.07","64.25","19.46K","0.06%"
"07/29/2021","64.75","63.62","64.77","63.55","20.12K","1.63%"
"07/28/2021","63.71","63.38","63.95","63.27","18.31K","0.87%"
"07/27/2021","63.16","63.32","63.67","62.84","13.39K","-0.14%"
"07/26/2021","63.25","63.32","63.56","62.20","19.70K","0.05%"
"07/23/2021","63.22","62.93","63.30","62.69","14.71K","0.21%"
"07/22/2021","63.09","62.20","63.16","61.90","21.08K","1.17%"
"07/21/2021","62.36","59.91","62.41","59.51","24.68K","3.61%"
"07/20/2021","60.19","60.01","60.55","58.74","30.37K","0.70%"
"07/19/2021","59.77","63.06","63.36","59.16","47.12K","-6.27%"
"07/16/2021","63.77","63.20","63.92","62.53","28.29K","0.76%"
"07/15/2021","63.29","63.80","63.84","62.69","44.35K","-0.88%"
"07/14/2021","63.85","64.95","65.21","63.04","31.27K","-1.81%"
"07/13/2021","65.03","63.92","65.19","63.75","31.51K","1.90%"
"07/12/2021","63.82","63.77","64.01","62.99","18.56K","0.05%"
"07/09/2021","63.79","62.76","63.95","62.38","22.85K","1.93%"
"07/08/2021","62.58","62.09","62.77","61.19","31.64K","0.90%"
"07/07/2021","62.02","63.20","64.03","61.37","33.44K","-1.34%"
"07/06/2021","62.86","64.70","65.24","62.53","42.49K","-17.56%"
"07/05/2021","76.25","75.15","76.40","74.75","","1.48%"
"07/04/2021","75.14","75.22","75.28","75.00","","16.08%"
"07/02/2021","64.73","64.32","64.84","63.96","16.07K","0.33%"
"07/01/2021","64.52","63.75","65.16","63.63","33.77K","1.18%"
"06/30/2021","63.77","63.89","64.42","63.47","19.08K","0.14%"
"06/29/2021","63.68","63.55","64.32","63.09","16.93K","0.02%"
"06/28/2021","63.67","64.27","64.56","63.43","22.44K","-1.06%"
"06/25/2021","64.35","63.94","64.35","63.32","32.95K","0.55%"
"06/24/2021","64.00","63.75","64.03","63.36","13.83K","0.49%"
"06/23/2021","63.69","63.32","64.20","63.26","23.83K","0.55%"
"06/22/2021","63.34","62.85","63.52","62.76","23.51K","0.51%"
"06/21/2021","63.02","62.16","63.09","61.84","23.98K","1.38%"
"06/18/2021","62.16","61.72","62.34","61.15","24.30K","0.57%"
"06/17/2021","61.81","62.69","63.08","60.89","35.15K","-1.97%"
"06/16/2021","63.05","63.03","63.38","62.68","27.23K","0.25%"
"06/15/2021","62.89","62.46","63.06","62.24","25.15K","0.79%"
"06/14/2021","62.40","62.12","62.67","62.11","17.70K","0.14%"
"06/11/2021","62.31","62.02","62.36","61.72","21.05K","0.19%"
"06/10/2021","62.19","61.70","62.37","61.11","27.00K","0.18%"
"06/09/2021","62.08","61.88","62.37","61.57","25.78K","0.11%"
"06/08/2021","62.01","61.52","62.10","61.03","18.68K","0.88%"
"06/07/2021","61.47","61.33","61.57","60.80","15.14K","0.16%"
"06/04/2021","61.37","60.62","61.40","60.51","24.16K","0.84%"
"06/03/2021","60.86","60.89","61.12","60.36","16.31K","0.00%"
"06/02/2021","60.86","60.22","60.89","60.22","19.00K","1.10%"
"06/01/2021","60.20","59.30","60.97","59.17","35.14K","-10.10%"
"05/31/2021","66.96","66.58","67.41","66.41","","0.56%"
"05/30/2021","66.59","66.70","66.75","66.53","","12.56%"
"05/28/2021","59.16","59.66","59.96","59.12","27.29K","-0.89%"
"05/27/2021","59.69","59.39","59.72","58.99","26.80K","0.44%"
"05/26/2021","59.43","59.19","59.52","58.80","13.72K","0.35%"
"05/25/2021","59.22","59.18","59.40","58.82","20.70K","-0.03%"
"05/24/2021","59.24","57.88","59.35","57.88","16.56K","2.70%"
"05/21/2021","57.68","56.50","58.02","56.35","21.08K","1.76%"
"05/20/2021","56.68","57.45","57.75","56.26","27.15K","-1.39%"
"05/19/2021","57.48","58.73","58.73","56.51","24.76K","-2.68%"
"05/18/2021","59.06","59.45","59.98","58.07","24.35K","-0.67%"
"05/17/2021","59.46","59.16","59.53","58.69","21.31K","0.66%"
"05/14/2021","59.07","58.38","59.20","57.99","24.74K","1.37%"
"05/13/2021","58.27","59.81","60.00","57.74","33.84K","-3.33%"
"05/12/2021","60.28","59.65","60.57","59.29","24.21K","1.28%"
"05/11/2021","59.52","59.11","59.65","58.39","21.32K","0.76%"
"05/10/2021","59.07","59.00","59.58","58.40","20.38K","0.37%"
"05/07/2021","58.85","58.67","58.91","58.11","16.13K","0.68%"
"05/06/2021","58.45","58.28","58.97","58.17","19.38K","-0.29%"
"05/05/2021","58.62","58.79","59.13","58.22","26.57K","0.12%"
"05/04/2021","58.55","57.58","58.74","57.44","19.54K","1.74%"
"05/03/2021","57.55","57.00","57.61","56.33","9.30K","1.32%"
"04/30/2021","56.80","58.05","58.05","56.59","14.80K","-1.93%"
"04/29/2021","57.92","57.29","58.25","57.29","25.07K","1.06%"
"04/28/2021","57.31","56.75","57.62","56.62","20.32K","0.69%"
"04/27/2021","56.92","56.22","57.07","56.22","20.73K","1.14%"
"04/26/2021","56.28","56.30","56.45","55.42","11.02K","-0.09%"
"04/23/2021","56.33","55.92","56.39","55.56","9.31K","0.95%"
"04/22/2021","55.80","55.42","56.00","55.09","13.22K","0.79%"
"04/21/2021","55.36","55.70","55.77","54.80","18.17K","-1.05%"
"04/20/2021","55.95","56.56","57.01","55.24","17.71K","-0.99%"
"04/19/2021","56.51","56.44","56.95","56.28","13.89K","-0.04%"
"04/16/2021","56.53","56.70","57.19","56.45","11.30K","-0.51%"
"04/15/2021","56.82","56.91","57.07","56.34","17.00K","-0.54%"
"04/14/2021","57.13","55.78","57.28","55.77","29.85K","2.68%"
"04/13/2021","55.64","55.22","55.82","55.19","8.73K","0.87%"
"04/12/2021","55.16","54.67","55.52","54.34","12.81K","0.99%"
"04/09/2021","54.62","54.43","54.70","54.07","10.89K","0.18%"
"04/08/2021","54.52","55.08","55.17","54.24","15.62K","-1.34%"
"04/07/2021","55.26","55.06","55.45","54.32","17.67K","0.47%"
"04/06/2021","55.00","54.50","55.82","54.35","15.56K","1.36%"
"04/05/2021","54.26","55.47","55.58","53.36","17.43K","-2.32%"
"04/01/2021","55.55","53.36","55.61","53.22","36.86K","4.57%"
"03/31/2021","53.12","53.69","54.37","52.94","15.92K","-1.34%"
"03/30/2021","53.84","54.54","54.81","53.51","9.91K","-1.21%"
"03/29/2021","54.50","54.44","54.86","53.50","11.30K","0.04%"
"03/26/2021","54.48","52.97","54.70","52.97","14.95K","2.91%"
"03/25/2021","52.94","54.44","54.45","52.34","20.84K","-3.24%"
"03/24/2021","54.71","53.05","54.75","52.96","33.46K","3.19%"
"03/23/2021","53.02","54.62","54.65","52.74","29.91K","-3.35%"
"03/22/2021","54.86","54.67","55.09","54.23","10.95K","0.40%"
"03/19/2021","54.64","53.82","54.97","53.56","22.08K","1.13%"
"03/18/2021","54.03","56.30","56.62","52.88","40.65K","-4.20%"
"03/17/2021","56.40","56.33","56.61","55.85","16.20K","0.36%"
"03/16/2021","56.20","56.24","56.37","55.47","13.78K","-0.28%"
"03/15/2021","56.36","56.48","57.00","55.67","13.29K","-0.09%"
"03/12/2021","56.41","56.36","56.60","56.17","9.10K","-0.19%"
"03/11/2021","56.52","56.01","56.60","55.78","17.35K","1.55%"
"03/10/2021","55.66","55.48","55.96","54.98","16.32K","0.02%"
"03/09/2021","55.65","55.95","56.58","55.15","20.07K","-0.54%"
"03/08/2021","55.95","56.70","57.68","55.54","19.41K","-0.69%"
"03/05/2021","56.34","54.79","56.51","54.60","26.80K","2.77%"
"03/04/2021","54.82","53.60","55.56","53.24","57.17K","1.90%"
"03/03/2021","53.80","52.73","54.23","52.50","24.43K","1.89%"
"03/02/2021","52.80","52.47","53.71","52.00","23.94K","-0.13%"
"03/01/2021","52.87","53.50","54.49","52.47","18.53K","-0.83%"
"02/26/2021","53.31","54.55","54.65","53.07","13.61K","-2.77%"
"02/25/2021","54.83","54.90","55.26","54.56","18.88K","0.04%"
"02/24/2021","54.81","53.38","54.90","53.20","21.72K","2.60%"
"02/23/2021","53.42","53.50","54.18","52.76","19.13K","0.41%"
"02/22/2021","53.20","51.66","53.64","51.66","20.95K","2.35%"
"02/19/2021","51.98","52.00","52.43","51.48","25.49K","-0.44%"
"02/18/2021","52.21","52.40","52.85","51.85","19.89K","-0.27%"
"02/17/2021","52.35","52.29","52.72","51.86","17.74K","0.40%"
"02/16/2021","52.14","51.71","52.36","51.58","20.36K","-13.23%"
"02/15/2021","60.09","60.36","60.95","59.96","","-0.46%"
"02/14/2021","60.37","60.01","60.75","60.01","","17.13%"
"02/12/2021","51.54","50.86","51.81","50.62","17.48K","1.00%"
"02/11/2021","51.03","51.08","51.26","50.83","11.92K","-0.33%"
"02/10/2021","51.20","50.96","51.29","50.74","18.14K","0.53%"
"02/09/2021","50.93","50.68","51.09","50.50","17.49K","0.47%"
"02/08/2021","50.69","49.97","50.72","49.97","15.94K","1.58%"
"02/05/2021","49.90","49.75","50.15","49.66","16.53K","0.50%"
"02/04/2021","49.65","49.44","49.88","49.37","18.73K","0.49%"
"02/03/2021","49.41","49.05","49.66","48.98","28.35K","0.71%"
"02/02/2021","49.06","48.53","49.24","48.53","23.61K","1.26%"
"02/01/2021","48.45","47.49","48.52","47.29","12.57K","1.83%"
"01/29/2021","47.58","47.61","48.21","47.53","11.96K","-0.31%"
"01/28/2021","47.73","47.80","48.35","47.52","15.10K","-0.77%"
"01/27/2021","48.10","47.80","48.37","47.42","16.91K","0.61%"
"01/26/2021","47.81","48.02","48.18","47.69","9.98K","-0.42%"
"01/25/2021","48.01","47.45","48.10","47.33","10.54K","0.71%"
"01/22/2021","47.67","47.94","47.94","47.21","18.52K","-1.10%"
"01/21/2021","48.20","48.10","48.38","47.92","12.30K","-0.15%"
"01/20/2021","48.27","48.44","48.70","47.86","21.42K","-0.23%"
"01/19/2021","48.38","48.18","48.49","47.87","16.62K","-7.60%"
"01/18/2021","52.36","52.20","52.61","51.83","","0.31%"
"01/17/2021","52.20","52.09","52.38","52.09","","7.85%"
"01/15/2021","48.40","49.00","49.00","47.67","17.93K","-0.90%"
"01/14/2021","48.84","48.55","49.03","48.49","24.44K","0.29%"
"01/13/2021","48.70","48.40","48.80","48.03","19.56K","0.87%"
"01/12/2021","48.28","47.64","48.48","47.64","16.65K","1.15%"
"01/11/2021","47.73","47.60","47.72","46.99","12.55K","0.51%"
"01/08/2021","47.49","46.95","47.72","46.85","20.63K","1.39%"
"01/07/2021","46.84","46.46","46.91","46.25","24.27K","0.73%"
"01/06/2021","46.50","46.63","47.09","45.90","36.63K","-0.43%"
"01/05/2021","46.70","45.87","47.47","45.78","39.21K","1.81%"
"01/04/2021","45.87","46.18","47.35","45.57","11.03K","-0.80%"
"12/31/2020","46.24","46.25","46.33","45.84","3.47K","-0.19%"
"12/30/2020","46.33","46.45","46.69","46.10","8.15K","0.06%"
"12/29/2020","46.30","46.35","46.55","46.15","4.84K","0.59%"
"12/28/2020","46.03","46.40","46.94","45.93","5.72K","-0.95%"
"12/24/2020","46.47","46.12","46.50","45.95","2.56K","0.35%"
"12/23/2020","46.31","45.20","46.49","44.94","7.56K","1.74%"
"12/22/2020","45.52","46.05","46.05","45.09","10.52K","-1.32%"
"12/21/2020","46.13","46.52","46.56","44.68","13.22K","-1.64%"
"12/18/2020","46.90","46.41","47.00","46.30","16.26K","0.69%"
"12/17/2020","46.58","45.92","46.60","45.92","9.49K","1.37%"
"12/16/2020","45.95","45.57","46.06","45.52","9.91K","0.42%"
"12/15/2020","45.76","45.20","45.76","45.04","17.65K","0.93%"
"12/14/2020","45.34","44.93","45.54","44.55","16.63K","0.87%"
"12/11/2020","44.95","45.10","45.33","44.71","18.79K","-0.42%"
"12/10/2020","45.14","44.70","45.80","44.68","26.59K","1.05%"
"12/09/2020","44.67","44.59","45.10","44.39","19.48K","-0.02%"
"12/08/2020","44.68","44.60","44.81","44.18","12.56K","0.25%"
"12/07/2020","44.57","44.50","45.01","44.12","18.92K","0.22%"
"12/04/2020","44.47","43.76","44.59","43.69","22.57K","1.62%"
"12/03/2020","43.76","44.09","44.35","43.56","18.34K","-1.02%"
"12/02/2020","44.21","43.80","44.67","43.79","16.37K","0.25%"
"12/01/2020","44.10","44.66","45.16","43.90","12.78K","-1.74%"
"11/30/2020","44.88","44.78","45.05","44.43","15.45K","-0.53%"
"11/27/2020","45.12","45.11","45.34","44.65","10.00K","0.31%"
"11/26/2020","44.98","45.77","46.09","44.73","","-0.53%"
"11/25/2020","45.22","44.40","45.28","44.35","29.92K","1.66%"
"11/24/2020","44.48","43.62","44.95","43.59","37.58K","1.44%"
"11/23/2020","43.85","43.64","44.20","43.50","14.14K","0.41%"
"11/20/2020","43.67","43.30","43.68","43.30","13.48K","0.51%"
"11/19/2020","43.45","43.60","43.84","43.25","6.50K","-0.71%"
"11/18/2020","43.76","43.45","44.23","43.30","8.77K","0.64%"
"11/17/2020","43.48","43.50","43.71","42.82","10.78K","-0.09%"
"11/16/2020","43.52","43.13","44.02","43.13","7.81K","1.23%"
"11/13/2020","42.99","43.43","43.57","42.88","9.92K","-1.53%"
"11/12/2020","43.66","44.08","44.39","43.44","8.22K","-0.68%"
"11/11/2020","43.96","43.83","44.86","43.63","14.14K","0.71%"
"11/10/2020","43.65","43.00","43.94","43.00","15.39K","0.32%"
"11/09/2020","43.51","41.82","44.20","41.82","20.63K","4.22%"
"11/06/2020","41.75","42.40","42.40","41.55","6.95K","-2.20%"
"11/05/2020","42.69","42.97","43.05","42.36","4.65K","-0.70%"
"11/04/2020","42.99","42.65","43.01","41.71","8.36K","2.28%"
"11/03/2020","42.03","41.82","42.59","41.50","10.91K","0.26%"
"11/02/2020","41.92","40.08","42.02","39.27","11.33K","3.20%"
"10/30/2020","40.62","40.21","40.64","39.70","7.02K","0.62%"
"10/29/2020","40.37","41.48","41.54","39.65","15.67K","-2.06%"
"10/28/2020","41.22","42.12","42.14","40.89","8.60K","-3.06%"
"10/27/2020","42.52","41.90","42.68","41.84","4.16K","1.50%"
"10/26/2020","41.89","42.49","42.49","41.77","5.14K","-1.99%"
"10/23/2020","42.74","43.27","43.45","42.50","3.64K","-1.48%"
"10/22/2020","43.38","42.91","43.54","42.81","4.18K","0.98%"
"10/21/2020","42.96","43.91","43.94","42.85","8.21K","-2.59%"
"10/20/2020","44.10","43.42","44.14","43.38","4.73K","1.10%"
"10/19/2020","43.62","43.75","43.92","43.43","5.50K","0.02%"
"10/16/2020","43.61","43.68","43.72","43.23","4.49K","-0.30%"
"10/15/2020","43.74","43.79","43.81","42.68","8.00K","0.00%"
"10/14/2020","43.74","43.24","43.76","43.07","8.61K","0.95%"
"10/13/2020","43.33","43.21","43.68","43.18","12.45K","0.70%"
"10/12/2020","43.03","43.63","43.63","42.75","7.14K","-1.33%"
"10/09/2020","43.61","44.25","44.28","43.47","8.61K","-1.22%"
"10/08/2020","44.15","43.56","44.45","43.56","16.07K","1.31%"
"10/07/2020","43.58","43.50","43.98","43.31","9.28K","-1.51%"
"10/06/2020","44.25","43.58","44.49","43.37","14.01K","1.65%"
"10/05/2020","43.53","42.03","43.75","42.03","7.86K","3.64%"
"10/02/2020","42.00","43.01","43.02","41.85","8.19K","-2.78%"
