date,cup_lump,rubber_sheet,ribbed_smoked_sheet,latex,fob,tocom,sicom,jpy,sgd,usd,crude_oil
2018-11-02,33.25,40.0,41.25,38.0,45.75,143.5,139.5,3.4461,23.8918,0.0305,57.02
2018-11-05,33.25,39.91,40.61,38.0,45.5,141.5,136.6,3.4374,23.9483,0.0304,57.46
2018-11-06,33.15,39.23,40.48,38.0,45.25,139.8,136.6,3.4468,23.9615,0.0304,58.09
2018-11-07,33.15,38.99,40.24,38.0,45.25,139.4,136.3,3.459,23.9221,0.0305,60.87
2018-11-08,33.1,38.97,40.2,38.0,45.0,138.8,136.9,3.4597,23.966,0.0303,60.43
2018-11-09,33.0,38.72,40.36,38.0,45.0,139.1,137.6,3.4432,23.9713,0.0302,60.06
2018-11-12,32.7,38.86,40.0,38.0,45.0,137.5,136.3,3.4319,23.959,0.0301,59.9
2018-11-13,32.5,38.49,39.89,37.5,44.5,136.8,134.6,3.4552,23.8843,0.0303,57.96
2018-11-14,32.3,38.0,39.57,37.0,44.5,135.0,135.8,3.4484,23.8915,0.0303,58.43
2018-11-15,32.2,37.89,39.96,36.0,44.5,132.5,135.7,3.4487,23.9662,0.0303,56.97
2018-11-16,32.0,37.81,40.14,36.0,44.9,135.1,135.8,3.4354,23.9343,0.0305,56.66
2018-11-19,32.0,38.16,40.37,36.0,44.6,132.9,133.8,3.417,24.014,0.0303,56.74
2018-11-20,31.8,38.02,40.16,36.0,44.4,132.1,132.9,3.4181,23.9953,0.0303,53.17
2018-11-21,31.8,37.76,39.74,36.0,44.2,133.2,132.5,3.4374,23.9601,0.0304,54.15
2018-11-22,31.8,37.56,40.49,36.0,44.2,135.2,133.0,3.4248,24.0177,0.0303,54.02
2018-11-23,31.8,37.79,39.97,36.0,44.2,135.2,132.4,3.4144,24.059,0.0302,52.1
2018-11-26,31.8,37.79,39.74,34.5,44.25,137.1,130.0,3.4381,24.0212,0.0303,52.61
2018-11-27,31.8,37.61,39.67,34.0,44.15,137.7,130.7,3.4426,23.9892,0.0302,53.3
2018-11-28,31.8,37.76,39.61,34.0,44.0,137.8,131.4,3.4544,23.972,0.0304,53.45
2018-11-29,31.8,37.72,39.19,34.0,44.15,138.2,131.5,3.4483,24.014,0.0304,53.9
2018-11-30,31.8,37.82,39.63,34.0,44.3,139.2,132.3,3.4418,24.028,0.0303,52.41
2018-12-03,32.0,37.7,39.79,35.5,44.7,141.0,136.5,3.4654,23.9889,0.0305,53.79
2018-12-04,32.0,37.99,40.13,36.0,44.7,140.9,137.2,3.4428,23.9974,0.0305,54.11
2018-12-05,32.0,37.99,40.13,36.0,44.7,140.9,137.2,3.4428,23.9974,0.0305,54.11
2018-12-06,32.2,37.96,40.3,36.5,44.8,141.8,137.9,3.4289,23.995,0.0304,53.21
2018-12-07,32.2,38.07,40.27,36.5,45.05,140.9,139.6,3.4308,23.9828,0.0304,52.89
2018-12-10,32.2,38.07,40.27,36.5,45.05,140.9,139.6,3.4308,23.9828,0.0304,52.89
2018-12-11,32.5,38.18,40.54,36.5,45.25,143.6,136.9,3.4535,23.8999,0.0305,51.79
2018-12-12,32.8,38.37,40.75,36.5,45.4,147.2,139.2,3.458,23.8706,0.0305,51.99
2018-12-13,33.0,38.63,40.9,36.5,46.05,159.6,140.7,3.4666,23.9034,0.0305,52.73
2018-12-14,33.1,39.17,41.54,37.0,46.7,152.0,141.3,3.4537,23.8408,0.0305,52.13
2018-12-17,34.0,39.29,42.21,37.5,47.7,150.1,144.0,3.4411,23.8847,0.0305,52.28
2018-12-18,34.2,39.97,43.19,37.5,47.9,149.0,144.5,3.4401,23.8707,0.0306,50.46
2018-12-19,34.2,40.41,43.35,38.0,47.8,149.0,144.2,3.4346,23.8624,0.0305,51.5
2018-12-20,34.2,40.77,43.17,38.0,48.2,148.0,146.6,3.4074,23.8264,0.0306,50.88
2018-12-21,34.3,41.1,43.73,38.5,48.05,172.8,146.8,3.4066,23.7619,0.0306,50.98
2018-12-24,34.3,40.92,43.82,39.0,48.3,172.8,146.8,3.3995,23.6583,0.0308,49.99
2018-12-25,34.0,41.27,43.76,39.0,47.8,171.0,146.8,3.383,23.7428,0.0307,43.16
2018-12-26,34.0,41.34,43.34,39.0,47.2,170.4,145.5,3.4177,23.7508,0.0307,52.63
2018-12-27,34.0,40.67,42.64,38.5,48.15,173.6,148.0,3.4113,23.7388,0.0307,51.05
2018-12-28,34.0,41.28,43.72,38.5,48.35,172.0,148.5,3.3879,23.8209,0.0307,50.84
2018-12-31,34.0,41.28,43.72,38.5,48.35,172.0,148.5,3.3879,23.8209,0.0307,50.84
2019-01-01,34.0,41.28,43.72,38.5,48.35,172.0,148.5,3.3879,23.8209,0.0307,50.84
2019-01-02,34.0,41.39,43.86,38.0,48.2,172.0,150.0,3.374,23.6142,0.031,52.68
2019-01-03,34.5,40.49,43.71,38.0,48.55,172.0,153.3,3.3416,23.6234,0.031,53.05
2019-01-04,35.0,41.22,44.03,38.5,49.75,175.2,159.4,3.3927,23.535,0.0313,53.36
2019-01-07,35.0,42.74,45.27,39.0,50.15,177.9,157.0,3.4026,23.5532,0.0313,53.27
2019-01-08,35.0,42.57,45.56,39.5,49.85,181.4,157.7,3.3941,23.5909,0.0312,54.25
2019-01-09,35.5,42.88,45.21,39.5,50.05,186.9,159.1,3.3855,23.6072,0.0313,55.48
2019-01-10,35.0,43.6,45.56,39.5,50.05,183.3,157.8,3.3957,23.6099,0.0313,55.18
2019-01-11,35.0,43.74,45.48,39.5,50.05,187.8,160.8,3.4028,23.5738,0.0313,54.12
2019-01-14,35.0,44.02,45.51,39.5,50.05,187.8,157.9,3.3876,23.5898,0.0313,53.57
2019-01-15,35.0,43.62,45.52,40.0,50.1,188.0,158.4,3.4061,23.5201,0.0313,54.19
2019-01-16,35.0,43.09,45.58,39.5,50.3,191.8,158.4,3.4394,23.407,0.0315,54.56
2019-01-17,35.0,43.31,45.89,39.0,50.65,190.0,158.5,3.4395,23.4322,0.0315,53.94
2019-01-18,35.0,43.71,46.13,38.0,51.1,195.0,159.4,3.4575,23.3688,0.0315,53.39
2019-01-21,36.0,43.91,46.59,38.5,52.15,201.3,165.5,3.4477,23.4069,0.0314,54.24
2019-01-22,35.5,44.54,47.65,39.5,52.4,205.5,161.3,3.4417,23.3719,0.0315,53.8
2019-01-23,35.5,44.49,47.87,39.5,52.0,202.0,159.6,3.4585,23.3212,0.0315,53.71
2019-01-24,35.0,44.55,47.54,39.5,51.45,191.0,161.0,3.4588,23.2925,0.0315,53.72
2019-01-25,35.0,43.66,46.84,39.5,51.65,199.5,160.7,3.4747,23.2891,0.0317,53.88
2019-01-28,35.0,44.12,47.05,39.5,51.65,196.5,158.3,3.4681,23.3072,0.0317,53.44
2019-01-29,34.5,44.13,47.15,39.5,50.0,186.6,156.2,3.479,23.2582,0.0318,53.92
2019-01-30,34.5,43.72,45.27,39.0,50.0,183.7,157.9,3.4874,23.2057,0.032,53.6
2019-01-31,34.5,43.46,45.41,39.0,50.0,182.6,158.8,3.4888,23.1949,0.032,52.92
2019-02-01,34.2,43.22,44.72,38.75,49.45,185.7,157.0,3.4971,23.1917,0.0319,54.19
2019-02-04,34.0,43.19,44.95,39.0,50.0,187.4,157.0,3.512,23.1306,0.0319,54.03
2019-02-05,34.0,43.43,45.21,39.0,50.0,187.0,157.0,3.5189,23.1182,0.032,53.74
2019-02-06,35.0,43.43,45.52,39.0,50.0,189.8,157.0,3.5179,23.054,0.032,53.53
2019-02-07,34.5,43.45,45.51,39.25,50.0,189.3,156.6,3.5152,23.0307,0.032,52.88
2019-02-08,35.0,43.29,45.26,39.5,49.5,188.0,156.1,3.4832,23.2133,0.0317,52.87
2019-02-11,35.0,42.89,45.21,40.0,49.8,188.0,155.9,3.5079,23.1072,0.0318,53.01
2019-02-12,35.0,43.13,45.12,40.5,49.8,184.7,157.2,3.5286,23.0792,0.0319,53.26
2019-02-13,35.2,43.24,45.31,41.0,49.8,182.2,158.9,3.5325,23.1004,0.0318,53.89
2019-02-14,36.0,43.44,45.21,41.5,50.0,182.3,160.4,3.5249,23.0698,0.0319,53.96
2019-02-15,35.5,43.58,45.78,42.0,50.0,179.9,159.7,3.5307,23.0468,0.032,54.41
2019-02-18,36.0,43.36,45.63,42.5,50.35,184.2,162.0,3.5426,23.0035,0.032,56.27
2019-02-19,36.0,43.36,45.63,42.5,50.35,184.2,162.0,3.5426,23.0035,0.032,56.27
2019-02-20,36.5,43.79,45.91,43.0,51.05,193.5,167.0,3.5628,23.0036,0.0321,55.05
2019-02-21,37.0,44.44,46.5,43.5,51.7,198.1,166.1,3.5458,23.0561,0.032,54.99
2019-02-22,37.0,44.72,47.16,43.5,51.5,190.6,169.8,3.5327,23.1803,0.0319,54.75
2019-02-25,37.5,44.99,46.89,44.0,52.55,193.9,169.0,3.5494,23.1747,0.032,53.93
2019-02-26,37.5,45.3,48.09,44.0,52.25,190.2,167.6,3.5326,23.2233,0.0319,54.1
2019-02-27,38.0,45.6,47.74,45.0,52.8,191.8,168.3,3.5288,23.3139,0.0318,54.54
2019-02-28,38.0,45.73,48.01,45.2,53.5,191.8,173.0,3.5255,23.3571,0.0317,54.42
2019-03-01,38.5,45.62,49.0,45.7,53.85,194.9,175.9,3.5144,23.4845,0.0314,53.53
2019-03-04,39.0,46.26,49.27,47.2,54.9,196.1,175.3,3.5061,23.5171,0.0314,54.51
2019-03-05,39.0,47.63,50.3,47.7,55.2,195.5,174.8,3.523,23.4205,0.0315,54.51
2019-03-06,39.0,48.18,50.7,48.7,55.5,195.9,175.2,3.5075,23.4531,0.0314,54.44
2019-03-07,39.0,47.81,51.0,50.0,55.0,187.0,172.5,3.5011,23.3985,0.0314,54.56
2019-03-08,39.5,47.62,50.47,50.25,55.55,182.7,172.2,3.5008,23.3429,0.0315,54.24
2019-03-11,39.5,47.6,51.2,50.25,55.85,181.3,172.3,3.5101,23.3103,0.0316,54.39
2019-03-12,40.0,47.82,51.5,50.5,56.5,182.0,172.9,3.5171,23.3299,0.0316,54.46
2019-03-13,40.5,48.11,52.0,50.5,56.65,181.0,171.9,3.5163,23.355,0.0316,54.85
2019-03-14,40.5,48.2,52.15,50.5,56.65,180.3,172.9,3.5148,23.4201,0.0315,54.67
2019-03-15,40.5,48.61,52.5,50.75,55.9,176.0,171.1,3.5169,23.409,0.0316,54.87
2019-03-18,40.5,48.31,53.0,50.75,56.0,175.8,171.9,3.5137,23.4498,0.0315,54.99
2019-03-19,40.5,48.89,53.1,51.0,56.25,181.2,172.5,3.5155,23.4276,0.0316,55.0
2019-03-20,40.0,49.17,53.25,51.0,56.4,176.7,172.0,3.4948,23.484,0.0316,54.91
2019-03-21,40.0,49.37,53.75,51.2,56.6,176.7,172.2,3.4909,23.5137,0.0315,54.59
2019-03-22,40.0,49.53,54.0,51.3,56.6,182.7,171.3,3.4606,23.4625,0.0315,54.19
2019-03-25,39.5,49.78,54.05,51.5,55.7,180.3,166.8,3.4838,23.3595,0.0317,54.25
2019-03-26,39.0,49.52,54.1,51.5,55.7,177.7,167.1,3.4962,23.3789,0.0316,54.08
2019-03-27,39.0,49.55,54.1,51.0,55.7,177.6,167.4,3.4618,23.532,0.0313,53.87
2019-03-28,39.0,49.9,54.1,51.0,55.7,172.8,165.0,3.4688,23.4925,0.0314,54.13
2019-03-29,39.0,49.71,54.15,51.0,55.6,173.1,166.6,3.4921,23.3923,0.0315,54.06
2019-04-01,39.5,49.87,54.2,51.0,55.85,175.2,165.7,3.5123,23.3853,0.0315,54.17
2019-04-02,40.0,50.07,54.25,51.0,55.95,176.2,166.0,3.5025,23.4339,0.0315,53.88
2019-04-03,40.5,50.15,54.3,51.0,55.95,176.8,167.3,3.5098,23.4417,0.0315,54.14
2019-04-04,41.0,50.77,54.3,51.0,56.0,180.6,167.8,3.5099,23.4595,0.0314,54.09
2019-04-05,41.0,50.86,54.35,51.3,56.15,179.9,168.0,3.5025,23.5259,0.0313,54.18
2019-04-08,41.0,50.86,54.35,51.3,56.15,179.9,168.0,3.5025,23.5259,0.0313,54.18
2019-04-09,41.0,50.9,54.4,51.5,56.15,184.3,170.1,3.498,23.4525,0.0315,54.48
2019-04-10,41.0,51.65,54.4,51.5,56.15,186.5,172.1,3.4972,23.4598,0.0315,54.55
2019-04-11,41.5,51.61,54.45,51.5,56.15,184.0,172.6,3.5022,23.4886,0.0314,54.53
2019-04-12,41.5,51.61,54.45,51.5,56.15,184.0,172.6,3.5022,23.4886,0.0314,54.53
2019-04-15,41.5,51.61,54.45,51.5,56.15,184.0,172.6,3.5022,23.4886,0.0314,54.53
2019-04-16,41.5,51.61,54.45,51.5,56.15,184.0,172.6,3.5022,23.4886,0.0314,54.53
2019-04-17,41.5,51.61,54.45,51.5,56.15,184.0,172.6,3.5022,23.4886,0.0314,54.53
2019-04-18,41.5,51.35,54.45,50.5,56.0,182.9,171.1,3.5185,23.4427,0.0314,54.95
2019-04-19,41.5,51.05,53.5,50.5,56.0,184.0,171.1,3.5137,23.4799,0.0314,54.95
2019-04-22,42.5,50.36,53.5,50.2,56.0,186.0,172.2,3.5063,23.5181,0.0313,55.14
2019-04-23,42.5,50.98,53.5,50.5,56.15,187.7,172.7,3.4953,23.5615,0.0313,55.27
2019-04-24,42.5,50.9,53.6,50.5,56.15,187.0,171.4,3.4988,23.5225,0.0312,55.28
2019-04-25,42.5,50.38,53.65,50.5,56.15,189.2,172.0,3.4794,23.5057,0.0312,55.0
2019-04-26,42.5,50.8,53.65,50.8,56.15,187.1,173.3,3.4923,23.4349,0.0313,54.52
2019-04-29,42.5,50.7,53.7,51.0,56.2,187.1,174.7,3.4961,23.4322,0.0313,54.52
2019-04-30,42.5,50.81,53.75,51.3,56.2,187.1,175.0,3.492,23.4347,0.0313,54.66
2019-05-01,42.5,50.81,53.75,51.3,56.2,187.1,175.0,3.492,23.4347,0.0313,54.66
2019-05-02,42.5,50.55,53.75,51.3,56.3,187.1,177.1,3.4833,23.4737,0.0312,53.78
2019-05-03,42.5,50.81,53.8,51.3,56.4,187.1,177.4,3.4803,23.4421,0.0313,53.64
2019-05-06,42.5,50.81,53.8,51.3,56.4,187.1,177.4,3.4803,23.4421,0.0313,53.64
2019-05-07,42.5,50.81,53.8,51.5,56.55,189.6,175.0,3.4526,23.4025,0.0313,53.27
2019-05-08,42.0,50.91,53.8,50.9,56.05,189.7,174.8,3.4601,23.336,0.0314,53.81
2019-05-09,42.0,50.91,53.8,50.9,56.05,189.7,174.8,3.4601,23.336,0.0314,53.81
2019-05-10,42.0,51.15,53.4,50.7,55.7,195.0,174.4,3.4846,23.1311,0.0317,53.46
2019-05-13,42.5,50.9,53.3,50.8,55.8,195.9,174.5,3.4534,23.0685,0.0316,53.13
2019-05-14,42.5,50.77,53.4,50.8,55.5,197.7,174.2,3.4746,23.0241,0.0317,53.56
2019-05-15,42.5,50.42,53.4,50.5,55.35,199.9,174.7,3.4732,23.0348,0.0317,53.79
2019-05-16,42.5,50.42,53.25,50.2,55.5,203.0,178.8,3.4661,23.0696,0.0316,53.79
2019-05-17,43.0,50.6,53.25,50.5,56.5,201.8,178.1,3.4548,23.111,0.0314,53.46
2019-05-20,43.0,50.6,53.25,50.5,56.5,201.8,178.1,3.4548,23.111,0.0314,53.46
2019-05-21,43.0,50.6,53.41,50.7,57.0,205.4,180.4,3.4571,23.1954,0.0313,54.22
2019-05-22,43.0,51.29,53.51,50.8,58.1,207.0,180.8,3.4546,23.1388,0.0313,53.59
2019-05-23,43.0,51.32,53.59,50.8,58.1,206.0,180.5,3.4322,23.1249,0.0313,52.07
2019-05-24,43.0,51.69,53.59,50.6,58.1,209.0,185.5,3.4314,23.1339,0.0314,53.1
2019-05-27,43.0,51.33,53.65,50.6,58.5,212.0,185.9,3.438,23.1407,0.0314,59.16
2019-05-28,43.0,51.83,53.99,50.8,59.0,217.7,186.9,3.4314,23.0847,0.0314,53.72
2019-05-29,43.0,52.08,54.45,50.9,59.4,218.1,188.7,3.4408,23.0313,0.0314,53.68
2019-05-30,43.0,52.57,54.89,50.9,59.8,216.9,189.2,3.4476,23.0295,0.0315,52.5
2019-05-31,43.0,52.79,55.31,50.9,60.2,217.6,190.5,3.4325,22.937,0.0317,51.02
2019-06-03,43.0,52.79,55.31,50.9,60.2,217.6,190.5,3.4325,22.937,0.0317,51.02
2019-06-04,43.0,53.67,55.71,50.9,60.4,217.1,188.2,3.4516,22.9109,0.0319,51.28
2019-06-05,43.0,53.69,55.89,50.9,60.7,218.6,188.2,3.4505,22.9807,0.0318,50.18
2019-06-06,43.0,53.95,56.16,51.1,61.3,224.5,194.3,3.4622,22.9315,0.0319,50.91
2019-06-07,43.1,54.39,56.81,51.3,62.0,226.0,192.1,3.4595,22.9307,0.032,51.67
2019-06-10,43.1,55.22,57.62,51.3,62.85,227.4,197.5,3.4576,22.9435,0.0319,52.0
2019-06-11,43.1,55.51,58.49,51.8,63.1,230.0,198.2,3.4653,22.9275,0.0319,52.5
2019-06-12,43.1,55.42,59.0,52.0,63.5,232.0,197.9,3.4695,22.8659,0.032,51.29
2019-06-13,43.1,55.54,59.52,52.0,63.75,234.5,199.9,3.4712,22.8197,0.032,51.83
2019-06-14,43.1,55.99,59.75,52.2,64.05,235.6,200.4,3.4769,22.7594,0.032,51.84
2019-06-17,43.2,56.36,60.05,52.4,63.6,237.0,201.1,3.4603,22.8648,0.0319,51.66
2019-06-18,43.2,56.5,59.43,52.5,63.6,239.5,199.4,3.4734,22.8277,0.032,52.62
2019-06-19,43.1,56.66,59.18,52.5,63.45,240.1,199.5,3.4589,22.9076,0.032,52.29
2019-06-20,43.1,56.74,59.08,52.5,63.5,238.6,200.9,3.4755,22.7514,0.0324,53.5
2019-06-21,43.0,56.81,59.02,52.5,63.3,240.1,203.5,3.4826,22.7075,0.0325,53.39
2019-06-24,43.0,56.84,58.81,52.5,63.3,233.4,202.3,3.4979,22.6474,0.0326,53.71
2019-06-25,42.8,56.8,58.85,52.5,63.15,234.3,201.2,3.4886,22.6568,0.0326,54.11
2019-06-26,42.9,56.48,58.46,52.0,63.0,233.9,199.7,3.5047,22.6733,0.0325,54.31
2019-06-27,42.9,56.67,58.16,52.0,62.6,234.5,202.3,3.4994,22.7377,0.0325,54.14
2019-06-28,42.8,56.75,58.0,52.0,62.3,234.0,202.8,3.514,22.6705,0.0326,53.6
2019-07-01,42.8,56.3,57.74,51.5,61.45,233.2,193.6,3.5365,22.5992,0.0326,53.7
2019-07-02,42.6,55.8,56.81,51.0,61.1,230.0,192.5,3.5289,22.5336,0.0327,52.43
2019-07-03,42.1,54.84,55.96,50.5,60.4,224.0,187.7,3.5224,22.554,0.0327,53.42
2019-07-04,41.8,53.65,54.46,49.5,59.5,228.6,187.0,3.5134,22.613,0.0326,56.8
2019-07-05,41.3,52.0,53.14,48.5,58.25,229.7,183.7,3.5211,22.6324,0.0325,53.17
2019-07-08,41.3,51.0,52.08,47.5,58.0,231.0,180.7,3.5273,22.6454,0.0324,53.59
2019-07-09,41.0,51.0,52.08,47.0,57.9,230.0,178.7,3.5315,22.6088,0.0324,54.06
2019-07-10,40.0,48.7,49.5,47.0,56.75,230.4,174.7,3.5317,22.5878,0.0326,54.88
2019-07-11,39.3,48.7,49.5,46.0,55.0,230.0,174.4,3.5313,22.6168,0.0326,54.26
2019-07-12,39.0,48.7,49.5,45.5,55.0,229.9,175.0,3.4859,22.7778,0.0323,53.82
2019-07-15,39.1,47.97,49.49,45.0,54.8,229.9,175.1,3.4908,22.7735,0.0324,53.45
2019-07-16,39.1,47.97,49.49,45.0,54.8,229.9,175.1,3.4908,22.7735,0.0324,53.45
2019-07-17,39.1,47.97,49.49,45.0,54.8,229.9,175.1,3.4908,22.7735,0.0324,53.45
2019-07-18,39.2,47.97,49.49,45.1,54.6,226.2,175.4,3.4797,22.7028,0.0324,51.54
2019-07-19,38.5,47.43,48.37,45.1,54.6,230.0,173.8,3.4911,22.6558,0.0324,52.45
2019-07-22,38.5,47.62,48.94,45.5,54.6,229.2,172.3,3.4951,22.6598,0.0324,52.85
2019-07-23,38.6,47.48,48.89,45.5,54.8,229.2,172.7,3.5,22.6331,0.0323,52.5
2019-07-24,38.65,47.69,49.11,45.5,54.8,229.9,173.0,3.4973,22.6407,0.0323,51.97
2019-07-25,38.2,47.47,49.2,45.5,54.8,230.0,172.6,3.5107,22.6089,0.0323,52.24
2019-07-26,38.1,47.58,48.78,45.6,54.5,228.0,169.5,3.5188,22.5239,0.0324,52.69
2019-07-29,38.1,47.58,48.78,45.6,54.5,228.0,169.5,3.5188,22.5239,0.0324,52.69
2019-07-30,37.6,45.78,47.4,42.5,51.0,225.6,160.0,3.5245,22.4662,0.0325,52.33
2019-07-31,36.8,43.5,45.0,42.0,51.0,216.8,160.0,3.5409,22.3354,0.0326,52.42
2019-08-01,36.0,43.05,45.0,41.0,49.75,206.9,151.4,3.4791,22.3787,0.0324,50.38
2019-08-02,35.0,42.46,44.5,40.0,48.0,191.5,149.6,3.4683,22.2932,0.0325,51.99
2019-08-05,34.0,40.0,41.5,38.5,46.5,192.8,147.0,3.4351,22.2543,0.0324,51.79
2019-08-06,33.5,40.0,41.2,38.0,45.45,191.0,148.4,3.4647,22.223,0.0325,51.37
2019-08-07,33.0,39.61,41.0,38.0,45.6,193.2,148.0,3.4478,22.2736,0.0324,50.62
2019-08-08,32.5,39.81,41.0,38.0,45.65,193.0,148.0,3.4457,22.2471,0.0325,50.74
2019-08-09,33.0,40.23,41.5,38.5,45.85,193.3,148.0,3.4294,22.2166,0.0325,51.64
2019-08-12,33.0,40.23,41.5,38.5,45.85,193.3,148.0,3.4294,22.2166,0.0325,51.64
2019-08-13,33.0,40.53,42.0,38.5,45.85,190.0,148.7,3.4641,22.2463,0.0325,53.07
2019-08-14,33.0,40.47,42.0,39.0,46.5,188.9,150.0,3.4313,22.1823,0.0324,51.73
2019-08-15,33.0,40.33,41.74,39.2,46.6,181.1,149.0,3.4407,22.1838,0.0324,51.1
2019-08-16,33.0,40.31,41.45,39.2,46.6,172.3,152.8,3.4387,22.3193,0.0323,51.05
2019-08-19,33.1,39.43,41.51,39.2,47.25,172.5,152.5,3.4538,22.2439,0.0324,51.12
2019-08-20,33.3,40.19,42.3,39.4,47.55,171.8,151.0,3.4509,22.2078,0.0325,50.77
2019-08-21,33.3,40.34,42.56,39.4,47.35,167.9,150.1,3.4625,22.2318,0.0325,50.96
2019-08-22,33.1,39.92,42.3,39.4,47.35,165.0,150.8,3.4552,22.2182,0.0325,51.01
2019-08-23,33.1,40.05,42.47,39.4,46.9,156.0,149.2,3.4419,22.0572,0.0327,50.68
2019-08-26,33.1,40.27,42.06,39.4,46.25,154.8,147.4,3.468,22.0102,0.0327,50.53
2019-08-27,33.0,40.19,41.0,39.4,46.25,156.5,148.7,3.4572,21.9991,0.0327,51.28
2019-08-28,33.0,39.86,41.47,39.5,46.55,156.3,146.6,3.4643,22.0302,0.0326,51.35
2019-08-29,33.0,39.98,42.02,39.5,46.75,155.3,148.2,3.4781,22.0493,0.0327,51.26
2019-08-30,33.0,39.95,42.29,39.5,46.95,159.2,149.0,3.4701,22.0556,0.0326,50.09
2019-09-02,33.0,39.86,41.47,39.6,46.85,160.0,147.9,3.4664,22.005,0.0326,54.66
2019-09-03,33.1,40.29,42.37,39.6,46.95,160.4,149.9,3.458,22.0105,0.0326,50.22
2019-09-04,33.3,40.64,42.45,39.7,47.4,164.5,152.7,3.4799,22.0714,0.0327,51.32
2019-09-05,33.4,40.84,42.91,39.9,47.6,165.0,153.2,3.4831,22.166,0.0326,51.4
2019-09-06,33.5,41.11,43.08,39.9,47.6,165.0,151.5,3.4878,22.1643,0.0326,51.5
2019-09-09,33.5,41.38,43.11,39.9,47.4,166.0,153.5,3.4985,22.1916,0.0326,51.69
2019-09-10,33.5,41.07,42.88,39.9,46.9,166.4,155.0,3.5118,22.1691,0.0327,51.76
2019-09-11,33.6,40.8,41.84,39.9,46.9,164.8,154.2,3.5232,22.1723,0.0327,51.2
2019-09-12,33.6,40.08,41.74,39.9,46.65,165.8,154.5,3.5544,22.0954,0.0329,50.92
2019-09-13,33.6,40.07,41.71,39.9,46.65,165.8,153.0,3.5456,22.1753,0.0328,50.39
2019-09-16,33.7,40.24,41.49,39.9,46.85,165.8,152.6,3.5426,22.1737,0.0328,52.06
2019-09-17,33.7,40.11,42.16,40.0,47.0,173.5,151.1,3.5414,22.1988,0.0328,51.66
2019-09-18,33.8,40.73,42.42,40.0,46.85,171.0,149.5,3.5519,22.1649,0.0328,51.19
2019-09-19,33.8,40.39,41.83,40.0,46.5,170.0,146.0,3.5363,22.1336,0.0327,51.09
2019-09-20,33.8,40.1,41.3,40.0,46.35,164.0,146.2,3.5262,22.1311,0.0328,51.27
2019-09-23,33.7,40.05,40.68,39.8,46.45,164.0,146.6,3.5279,22.0949,0.0328,52.13
2019-09-24,33.7,40.42,41.12,39.8,46.6,165.2,147.4,3.5029,22.1883,0.0327,51.37
2019-09-25,33.7,40.42,41.32,39.7,46.35,164.5,148.1,3.5193,22.1884,0.0327,51.22
2019-09-26,33.6,39.83,40.94,39.5,46.15,163.8,147.5,3.5166,22.1628,0.0326,51.23
2019-09-27,33.6,39.81,40.74,39.3,45.6,157.6,145.9,3.5233,22.1402,0.0326,50.99
2019-09-30,33.5,39.29,39.58,37.8,44.9,156.5,148.2,3.5309,22.133,0.0327,50.36
2019-10-01,33.4,38.2,39.2,37.5,44.5,154.8,143.6,3.5186,22.0923,0.0327,50.41
2019-10-02,33.1,37.49,35.58,37.0,44.0,152.1,141.3,3.5034,22.0818,0.0327,50.27
2019-10-03,33.0,36.78,37.88,36.5,43.7,148.6,139.5,3.5003,22.104,0.0327,49.83
2019-10-04,32.8,36.5,37.75,36.0,43.25,149.0,139.0,3.5128,22.0554,0.0329,50.49
2019-10-07,32.6,36.68,37.77,35.5,43.05,149.0,138.5,3.5197,22.0517,0.0328,50.36
2019-10-08,32.6,36.64,37.97,35.5,43.2,149.5,138.5,3.5209,21.9828,0.0329,50.57
2019-10-09,32.4,36.75,38.19,35.7,43.5,149.9,139.6,3.543,21.9463,0.033,50.43
2019-10-10,32.2,37.0,38.55,35.8,43.75,150.3,140.6,3.5513,22.0954,0.0329,50.44
2019-10-11,32.2,36.67,38.77,36.0,44.15,151.0,140.1,3.5588,22.1632,0.0328,51.13
2019-10-14,32.2,36.67,38.77,36.0,44.15,151.0,140.1,3.5588,22.1632,0.0328,51.13
2019-10-15,32.2,37.27,39.07,36.2,44.2,150.6,141.6,3.5744,22.1882,0.0328,50.42
2019-10-16,32.3,37.8,39.78,36.2,44.3,149.1,143.4,3.5797,22.159,0.0329,50.59
2019-10-17,32.3,37.79,39.81,36.2,44.1,149.9,143.2,3.587,22.1775,0.033,50.62
2019-10-18,32.3,36.66,39.52,36.4,43.95,149.0,144.8,3.5782,22.1896,0.033,50.47
2019-10-21,32.5,37.62,39.07,36.7,43.8,148.9,145.0,3.5874,22.2214,0.033,50.69
2019-10-22,32.4,37.66,39.17,36.7,44.25,148.9,144.0,3.5775,22.2336,0.033,50.75
2019-10-23,32.4,37.66,39.17,36.7,44.25,148.9,144.0,3.5775,22.2336,0.033,50.75
2019-10-24,32.5,37.8,39.45,37.0,44.35,149.0,147.7,3.5892,22.1644,0.033,51.34
2019-10-25,32.5,38.09,39.45,37.2,44.45,147.1,148.5,3.5997,22.1147,0.0331,51.63
2019-10-28,32.5,37.87,39.54,37.7,44.2,150.1,148.5,3.6013,22.1961,0.0331,51.22
2019-10-29,32.4,37.84,39.3,37.7,44.05,150.9,149.3,3.599,22.1945,0.0331,51.29
2019-10-30,32.4,37.67,38.94,37.7,44.35,153.3,150.8,3.5977,22.1929,0.0331,50.47
